yes,sir,22318
,course,5287
,ma'am,4984
,answer,3543
,absolutely,2921
,answer,2079
,indeed,1984
,unidentified,1809
,definitely,1454
,correct,1387
,nod,1027
,caller,979
,reply,765
,chef,722
,ready,312
,pres,239
,resounding,190
,madam,181
,majesty,142
,unison,97
,pinky,77
,sire,75
,emphatic,61
,highness,56
,sirree,52
,siree,35
,unequivocal,33
,offscreen,21
,mam,20
,milady,17
,excellency,16
,milord,16
,attaboy,15
,tenner,15
,tipper,14
,gladden,14
yours,friend,1403
,truly,909
,choice,467
,fan,401
,mine,257
,sincerely,163
,scratch,58
,admirer,48
,rightfully,48
,faithfully,45
,taking,41
,back,38
,respectfully,33
,asking,28
,uniquely,20
,affectionately,18
,twisted,18
,going,11
,noggin,11
,eternally,10
,disclaimer,10
,countryman,9
,legitimately,8
,faithless,8
,mutt,7
,cordially,6
,reply,4
,pigsty,4
,soonest,4
,diametrically,4
,demented,4
,mushy,4
,ping,4
,no-good,4
,lordship,4
,bonehead,4
,perky,3
,fuck-up,3
,carat,3
,moronic,3
,slough,3
,precious,3
,peeve,3
,distinctively,3
,entwine,3
,ugly-ass,3
,keeping,3
,sign-up,3
,beef,3
,grubby,3
,doohickey,3
,shapely,2
,overactive,2
,sayonara,2
,long-winded,2
,riposte,2
,keepsake,2
,piece-of-shit,2
,go-round,2
,night-time,2
,blackjack,2
,third-rate,2
,obediently,2
,wimpy,2
,vagabond,2
,mace,2
,stapler,2
,smart-ass,2
,transpose,2
,circumscribed,2
,pissing,2
,piss-poor,2
,non-negotiable,2
,teepee,2
,omniscience,2
,faerie,2
,seditious,2
,placing,2
,bull's-eye,2
,ex-partner,2
,wattage,2
,clasp,2
,barmaid,2
,rock-solid,2
,backhand,2
,potshot,2
,bad-tempered,2
,pissant,2
,hazard,2
,pasty,2
,capitalistic,2
,rectitude,2
,unashamed,2
,steed,2
,possessiveness,2
,girlie,2
,chino,2
,satiate,2
,slag,2
,nosey,2
,afterward,2
,indisputably,2
,sissy,2
,goody-goody,2
,merch,2
,kike,2
yield,high,1172
,bond,551
,crop,525
,low,479
,treasury,456
,dividend,451
,serving,411
,increase,357
,percent,348
,average,257
,curve,253
,per,219
,seed,202
,price,199
,fund,192
,rise,169
,stock,165
,fall,162
,current,160
,produce,160
,rate,159
,yield,154
,corn,144
,milk,138
,cotton,136
,total,134
,reduce,131
,maximum,128
,sustainable,127
,offer,126
,quality,126
,plant,125
,growth,124
,annual,122
,grain,119
,increase,117
,wheat,108
,strength,99
,calorie,99
,improve,98
,investor,97
,long-term,96
,rice,94
,bond,94
,convenience,86
,drop,82
,production,81
,cup,80
,investment,80
,loss,79
,agricultural,75
,note,73
,increased,73
,potential,71
,compare,68
,farmer,68
,increasing,67
,percentage,67
,wool,66
,boost,65
,desire,61
,yield,58
,affect,57
,negative,57
,obtain,54
,trait,54
,decline,52
,fruit,52
,estimate,50
,above,50
,maximize,49
,component,49
,benchmark,48
,maturity,48
,minimum,48
,basis,47
,acre,47
,reduction,47
,achieve,46
,sustained,46
,criteria,46
,income,46
,variety,45
,net,45
,one-year,45
,significantly,44
,ratio,44
,result,44
,estimate,43
,lower,43
,farm,43
,decrease,42
,potential,42
,correlation,41
,soil,41
,spread,41
,stress,41
,harvest,40
,debt,40
,return,40
,cannabis,40
,cd,39
,spanish,39
,below,37
,greasy,37
,calculate,37
,exceed,35
,below,35
,relatively,35
,resistance,35
,pound,34
,spread,34
,variation,34
,attractive,33
,equivalent,33
,inflation,33
,above-average,33
,saving,32
,fishery,32
,biological,31
,earnings,31
,marginal,31
,average,30
,taxable,30
,slightly,30
,decline,29
,shearing,29
,vary,28
,leaf,28
,variability,28
,shrimp,28
,cheese,28
,gain,28
,short-term,28
,biomass,27
,harvest,27
,soybean,27
,expected,27
,double,26
,index,26
,relative,26
,explosive,26
,improvement,26
,sauce,26
,protein,25
,parsley,25
,steel,25
,utility,25
,minimum,25
,asset,25
,reduced,25
,italian,25
,portfolio,24
,conventional,24
,drought,24
,genetic,24
,decent,24
,maize,24
,bushel,24
,indoor,23
,two-year,23
,typically,23
,mean,23
,premium,23
,vegetable,23
,range,22
,enhance,22
,hectare,22
,fertilizer,22
,rise,22
,inverted,21
,fiber,21
,sharply,21
,estimated,21
,chase,21
,municipal,21
,nitrogen,21
,organic,20
,substantially,20
,optimum,20
,diagnostic,20
,average,20
,approximately,20
,reserve,20
,money-market,20
,salad,20
,soar,20
,pesticide,19
,load,19
,dramatically,19
,chart,19
,flat,18
,improving,18
,shear,18
,payout,18
,grower,18
,comparable,18
,efficiency,18
,roughly,17
,kiloton,17
,deviation,17
,steep,17
,tomato,17
,warhead,17
,mortgage,17
,nutrient,17
,hemp,17
,greatly,17
,cereal,16
,graph,16
,farming,16
,bean,16
,quantum,16
,improved,16
,agriculture,16
,tax-free,16
,declining,15
,cow,15
,compensate,15
,junk,15
,strain,15
,projected,15
,ie,15
,low,14
,forecast,14
,lemon,14
,low,14
,three-month,13
,pest,13
,dip,13
,ethanol,13
,seven-day,13
,nominal,13
,fixed,13
,timber,12
,five-year,12
,irrigation,12
,productivity,12
,pint,12
,meager,12
,genotype,12
,considerably,12
,stability,12
,monitor,12
,equivalent,11
,double-digit,11
,risky,11
,loaf,11
,appreciation,11
,indirect,11
,slice,11
,negatively,11
,longer-term,11
,vanguard,11
,diminish,10
,psi,10
,tau,10
,quart,10
,minus,10
,decrease,10
,pasta,10
,historically,10
,fluctuation,10
,coefficient,10
,decreasing,10
,modify,10
,project,10
,reinforce,10
,cultivar,10
,forecast,10
,appetizer,10
,buyback,10
,tax-exempt,10
,bruschetta,10
,ten-year,10
,lettuce,9
,sediment,9
,profitability,9
,sovereign,9
,plantation,9
,thin,9
,certificate,9
,couple,9
,boast,9
,required,9
,parameter,9
,optimize,9
,moisture,9
,parmesan,9
,estimation,9
,livestock,9
,flatten,9
,triple,9
,sugarcane,8
,aphid,8
,calculation,8
,irrigated,8
,deposit,8
,perennial,8
,reservoir,8
yogurt,frozen,594
,cup,586
,plain,484
,low-fat,335
,greek,298
,cheese,223
,milk,208
,cream,192
,eat,188
,vanilla,187
,tablespoon,172
,fruit,162
,yogurt,130
,fresh,126
,sauce,122
,serve,119
,container,110
,plain,108
,bowl,107
,fat-free,104
,mixture,99
,mix,94
,sour,89
,add,89
,ice,89
,stir,81
,shop,80
,teaspoon,80
,juice,77
,lemon,76
,ounce,65
,greek,61
,combine,59
,soy,59
,honey,58
,egg,56
,greek-style,55
,granola,54
,organic,50
,contain,50
,cereal,48
,salad,48
,spoon,47
,culture,45
,thick,44
,dollop,44
,fat,44
,banana,44
,breakfast,44
,product,43
,strawberry,43
,chocolate,42
,chopped,40
,serving,39
,butter,39
,bread,38
,dairy,37
,homemade,36
,orange,35
,whisk,35
,top,34
,regular,34
,flavor,34
,creamy,34
,sugar,33
,drink,33
,bacteria,33
,rice,33
,cucumber,32
,garlic,32
,salt,31
,sprinkle,31
,mayonnaise,31
,bar,31
,snack,31
,blueberry,29
,instead,29
,live,29
,calorie,27
,vegetable,27
,non-fat,27
,taste,26
,apple,26
,calcium,26
,dress,25
,cottage,25
,light,25
,sweet,25
,cake,25
,goat,24
,protein,24
,chicken,23
,mustard,22
,cilantro,22
,dessert,22
,onion,22
,fridge,22
,pour,22
,almond,22
,drained,22
,spoon,22
,healthy,22
,lime,22
,blend,22
,flavor,21
,dish,21
,plus,21
,coffee,21
,probiotic,20
,mango,20
,mint,20
,nut,20
,spread,20
,lunch,20
,flavored,20
,farm,19
,soup,19
,tangy,19
,plastic,19
,topping,19
,oatmeal,19
,tomato,18
,potato,18
,buttermilk,18
,garnish,18
,smooth,18
,optional,18
,kefir,18
,maple,17
,strained,17
,dip,17
,scoop,17
,maker,17
,peach,17
,remaining,17
,fold,17
,diet,16
,peanut,16
,carton,16
,sliced,16
,substitute,16
,freeze,15
,brand,15
,strainer,15
,smoothy,15
,probiotics,15
,coconut,15
,active,15
,pepper,15
,garnish,15
,slice,14
,delicious,14
,raspberry,14
,full-fat,14
,muffin,14
,divide,14
,lamb,14
,pint,14
,syrup,13
,olive,13
,mix,13
,sorbet,13
,cherry,13
,sweetened,13
,desire,13
,raw,13
,ingredient,13
,meal,13
,dip,13
,strain,13
,drizzle,12
,layer,12
,pumpkin,12
,oven,12
,smoothie,12
,chop,12
,spoonful,12
,recipe,12
,fat,12
,clove,12
,herb,12
